stop_id,routes,cross_street,on_street,dept_name
11665,85A,MEADE,TOUHY,Bus Operations
11666,85A,IONIA,TOUHY,Bus Operations
11667,85A,LEHIGH,TOUHY,Bus Operations
11668,85A,GREENLEAF,LEHIGH,Bus Operations
11669,85A,TONTY,LEHIGH,Bus Operations
11670,85A,WILDWOOD,LEHIGH,Bus Operations
11671,85A,JEAN,LEHIGH,Bus Operations
11672,85A,LOLETA,LEHIGH,Bus Operations
11673,85A,KEOTA,LEHIGH,Bus Operations
11674,85A,HIAWATHA,LEHIGH,Bus Operations
11675,85A,WAUKESHA,LEHIGH,Bus Operations
11676,85A,ALGONQUIN,LEHIGH,Bus Operations
11677,85A,DEVON,LEHIGH,Bus Operations
11679,85A,CENTRAL,LEHIGH,Bus Operations
11680,85A,LOUISE,CENTRAL,Bus Operations
11681,85A,PRESCOTT,CENTRAL,Bus Operations
11683,85A,INDIAN ROAD,CENTRAL,Bus Operations
11684,85A,LEONARD,CENTRAL,Bus Operations
11685,85A,ELSTON,CENTRAL,Bus Operations
11686,86,WRIGHT COLLEGE STOP #1,WRIGHT COLLEGE DRIVE,Bus Operations
11687,86,BELLE PLAINE,NARRAGANSETT,Bus Operations
11688,86,IRVING PARK,NARRAGANSETT,Bus Operations
11689,86,BERENICE,NARRAGANSETT,Bus Operations
11690,86,GRACE,NARRAGANSETT,Bus Operations
11691,86,WAVELAND,NARRAGANSETT,Bus Operations
11692,86,ADDISON,NARRAGANSETT,Bus Operations
11693,86,CORNELIA,NARRAGANSETT,Bus Operations
11694,86,ROSCOE,NARRAGANSETT,Bus Operations
11695,86,SCHOOL,NARRAGANSETT,Bus Operations
11697,86,BARRY,NARRAGANSETT,Bus Operations
11698,86,WELLINGTON,NARRAGANSETT,Bus Operations
11699,86,GEORGE,NARRAGANSETT,Bus Operations
11701,86,SCHUBERT,NARRAGANSETT,Bus Operations
11702,86,WRIGHTWOOD,NARRAGANSETT,Bus Operations
11705,86,PALMER,NARRAGANSETT,Bus Operations
11706,86,DICKENS,NARRAGANSETT,Bus Operations
11707,86,McLEAN,NARRAGANSETT,Bus Operations
11708,86,CORTLAND,NARRAGANSETT,Bus Operations
11709,86,BLOOMINGDALE,NARRAGANSETT,Bus Operations
11710,86,WABANSIA,NARRAGANSETT,Bus Operations
11711,86,LE MOYNE,RIDGELAND,Bus Operations
11712,86,GREENFIELD,RIDGELAND,Bus Operations
11713,86,BERKSHIRE,RIDGELAND,Bus Operations
11714,86,DIVISION,RIDGELAND,Bus Operations
11715,86,THOMAS,RIDGELAND,Bus Operations
11716,86,AUGUSTA,RIDGELAND,Bus Operations
11717,86,IOWA,RIDGELAND,Bus Operations
11718,86,CHICAGO,RIDGELAND,Bus Operations
11719,86,SUPERIOR,RIDGELAND,Bus Operations
11720,86,ERIE,RIDGELAND,Bus Operations
11721,86,ONTARIO,RIDGELAND,Bus Operations
11722,N20&86,RIDGELAND,LAKE STREET,Bus Operations
11723,N20&86,CUYLER,LAKE STREET,Bus Operations
11724,N20&86,LOMBARD,LAKE STREET,Bus Operations
11725,86,RIDGELAND,SOUTH BLVD,Bus Operations
11726,86,LAKE,RIDGELAND,Bus Operations
11727,86,ONTARIO,RIDGELAND,Bus Operations
11728,86,ERIE,RIDGELAND,Bus Operations
11729,86,SUPERIOR,RIDGELAND,Bus Operations
11730,86,CHICAGO,RIDGELAND,Bus Operations
11731,86,IOWA,RIDGELAND,Bus Operations
11732,86,AUGUSTA,RIDGELAND,Bus Operations
11733,86,THOMAS,RIDGELAND,Bus Operations
11734,86,DIVISION,RIDGELAND,Bus Operations
11735,86,BERKSHIRE,RIDGELAND,Bus Operations
11736,86,GREENFIELD,RIDGELAND,Bus Operations
11737,86,LE MOYNE,RIDGELAND,Bus Operations
11738,86,NORTH AVENUE,NARRAGANSETT,Bus Operations
11739,86,WABANSIA,NARRAGANSETT,Bus Operations
11740,86,BLOOMINGDALE,NARRAGANSETT,Bus Operations
11741,86,CORTLAND,NARRAGANSETT,Bus Operations
11742,86,RR CROSSING n.of CORTLAND,NARRAGANSETT,Bus Operations
11744,86,DICKENS,NARRAGANSETT,Bus Operations
11745,86,PALMER,NARRAGANSETT,Bus Operations
11748,86,WRIGHTWOOD,NARRAGANSETT,Bus Operations
11749,86,SCHUBERT,NARRAGANSETT,Bus Operations
11751,86,GEORGE,NARRAGANSETT,Bus Operations
11752,86,WELLINGTON,NARRAGANSETT,Bus Operations
11753,86,BARRY,NARRAGANSETT,Bus Operations
11754,86,BELMONT,NARRAGANSETT,Bus Operations
11755,86,SCHOOL,NARRAGANSETT,Bus Operations
11756,86,ROSCOE,NARRAGANSETT,Bus Operations
11757,86,CORNELIA,NARRAGANSETT,Bus Operations
11758,86,ADDISON,NARRAGANSETT,Bus Operations
11759,86,WAVELAND,NARRAGANSETT,Bus Operations
11760,86,GRACE,NARRAGANSETT,Bus Operations
11761,86,BERENICE,NARRAGANSETT,Bus Operations
11762,86,IRVING PARK,NARRAGANSETT,Bus Operations
11763,86,BELLE PLAINE,NARRAGANSETT,Bus Operations
11764,90,CARMEN,HARLEM,Bus Operations
11765,90,ARGYLE (south leg),HARLEM,Bus Operations
11766,90,AINSLIE,HARLEM,Bus Operations
11767,90,LELAND,HARLEM,Bus Operations
11768,90,WILSON,HARLEM,Bus Operations
11769,90,AGATITE,HARLEM,Bus Operations
11772,90,4242 NORTH,HARLEM,Bus Operations
11773,90,4100 N. Shopping Cntr Dwy,HARLEM,Bus Operations
11774,90,FOREST PRESERVE AVENUE,HARLEM,Bus Operations
11775,90,IRVING PARK,HARLEM,Bus Operations
11776,90,BYRON,HARLEM,Bus Operations
11777,90,GRACE,HARLEM,Bus Operations
11778,90,WAVELAND,HARLEM,Bus Operations
11779,90,ADDISON,HARLEM,Bus Operations
11780,90,CORNELIA,HARLEM,Bus Operations
11781,90,ROSCOE,HARLEM,Bus Operations
11782,90,SCHOOL,HARLEM,Bus Operations
11783,90,BELMONT,HARLEM,Bus Operations
11784,90,BARRY,HARLEM,Bus Operations
11785,90,WELLINGTON,HARLEM,Bus Operations
11786,90,GEORGE,HARLEM,Bus Operations
11787,90,DIVERSEY,HARLEM,Bus Operations
11788,90,SCHUBERT,HARLEM,Bus Operations
11789,90,WRIGHTWOOD,HARLEM,Bus Operations
11790,90,ALTGELD (north leg),HARLEM,Bus Operations
11796,90,ALTGELD (south leg),HARLEM,Bus Operations
11797,90,WRIGHTWOOD,HARLEM,Bus Operations
11798,90,SCHUBERT,HARLEM,Bus Operations
11800,90,GEORGE,HARLEM,Bus Operations
11801,90,WELLINGTON,HARLEM,Bus Operations
11802,90,BARRY,HARLEM,Bus Operations
11803,90,BELMONT,HARLEM,Bus Operations
11804,90,SCHOOL,HARLEM,Bus Operations
11805,90,ROSCOE,HARLEM,Bus Operations
11806,90,CORNELIA,HARLEM,Bus Operations
11807,90,ADDISON,HARLEM,Bus Operations
11808,90,WAVELAND,HARLEM,Bus Operations
11809,90,GRACE,HARLEM,Bus Operations
11810,90,BYRON,HARLEM,Bus Operations
11812,90,4100 N. Shopping Cntr Dwy,HARLEM,Bus Operations
11813,90,CULLOM,HARLEM,Bus Operations
11814,90,PENSACOLA,HARLEM,Bus Operations
11815,90,MONTROSE,HARLEM,Bus Operations
11816,90,SUNNYSIDE,HARLEM,Bus Operations
11817,90,WILSON,HARLEM,Bus Operations
11818,90,LELAND,HARLEM,Bus Operations
11819,90,LAWRENCE,HARLEM,Bus Operations
11820,90,AINSLIE,HARLEM,Bus Operations
11821,90,ARGYLE (south leg),HARLEM,Bus Operations
11822,90,ARGYLE (north leg),HARLEM,Bus Operations
11823,90,FOSTER (south leg),HARLEM,Bus Operations
11824,90,FARRAGUT,HARLEM,Bus Operations
11825,90,SUMMERDALE (north leg),HARLEM,Bus Operations
11827,90,HARLEM,HIGGINS,Bus Operations
11828,90N,OVERHILL,TOUHY,Bus Operations
11829,90N,ORIOLE,TOUHY,Bus Operations
11830,90N,OLCOTT,TOUHY,Bus Operations
11831,90N,OKETO,TOUHY,Bus Operations
11833,90N,HARLEM,TOUHY,Bus Operations
11834,90N,FITCH,HARLEM,Bus Operations
11835,90N,LUNT,HARLEM,Bus Operations
11836,90N,IBSEN,HARLEM,Bus Operations
11837,90N,PRATT,HARLEM,Bus Operations
11838,90N,NORTH SHORE,HARLEM,Bus Operations
11839,90N,ALBION,HARLEM,Bus Operations
11840,90N,ONARGA,HARLEM,Bus Operations
11841,90N,DEVON,HARLEM,Bus Operations
11843,90N,PALATINE,HARLEM,Bus Operations
11846,90N,SCHREIBER,HARLEM,Bus Operations
11848,90N,ALBION,HARLEM,Bus Operations
11849,90N,NORTH SHORE,HARLEM,Bus Operations
11850,90N,PRATT,HARLEM,Bus Operations
11851,90N,IBSEN,HARLEM,Bus Operations
11852,90N,LUNT,HARLEM,Bus Operations
11853,90N,FITCH,HARLEM,Bus Operations
11854,90N,HARLEM,TOUHY,Bus Operations
11855,90N,OCTAVIA,TOUHY,Bus Operations
11856,90N,OKETO,TOUHY,Bus Operations
11857,90N,OLCOTT,TOUHY,Bus Operations
11858,90N,ORIOLE,TOUHY,Bus Operations
11859,11,McCORMICK,HOWARD,Bus Operations
11865,93,BIRCHWOOD,CALIFORNIA,Bus Operations
11866,93,JARVIS,CALIFORNIA,Bus Operations
11867,93,CHASE,CALIFORNIA,Bus Operations
11869,93,TOUHY,CALIFORNIA,Bus Operations
11870,93&96,ESTES,CALIFORNIA,Bus Operations
11871,93,LUNT,CALIFORNIA,Bus Operations
11872,93,MORSE,CALIFORNIA,Bus Operations
11873,93,PRATT,CALIFORNIA,Bus Operations
11874,93,NORTH SHORE,CALIFORNIA,Bus Operations
11875,93,ALBION,CALIFORNIA,Bus Operations
11876,93,ARTHUR,CALIFORNIA,Bus Operations
11877,93,DEVON,CALIFORNIA,Bus Operations
11878,93,ROSEMONT,CALIFORNIA,Bus Operations
11879,93,GRANVILLE,CALIFORNIA,Bus Operations
11880,93,GLENLAKE,CALIFORNIA,Bus Operations
11882,93,THORNDALE,CALIFORNIA,Bus Operations
11883,93,ARDMORE,CALIFORNIA,Bus Operations
11884,93,LINCOLN,CALIFORNIA,Bus Operations
11885,93,HOLLYWOOD,CALIFORNIA,Bus Operations
11886,93,BRYN MAWR,CALIFORNIA,Bus Operations
11887,93,CATALPA,CALIFORNIA,Bus Operations
11888,93,BALMORAL,CALIFORNIA,Bus Operations
11889,93,BERWYN,CALIFORNIA,Bus Operations
11890,93,FOSTER,CALIFORNIA,Bus Operations
11891,93,CHRISTIANA,LAWRENCE,Bus Operations
11892,82&93,LAWRENCE,KEDZIE,Bus Operations
11893,82&93,AINSLIE,KEDZIE,Bus Operations
11894,82&93,ARGYLE,KEDZIE,Bus Operations
11895,82&93,CARMEN,KEDZIE,Bus Operations
11896,93,FOSTER,KEDZIE,Bus Operations
11897,93,FOSTER,CALIFORNIA,Bus Operations
11898,93,BERWYN,CALIFORNIA,Bus Operations
11899,93,BALMORAL,CALIFORNIA,Bus Operations
11900,93,CATALPA,CALIFORNIA,Bus Operations
11901,93,BRYN MAWR,CALIFORNIA,Bus Operations
11902,93,LINCOLN,CALIFORNIA,Bus Operations
11903,93,ARDMORE,CALIFORNIA,Bus Operations
11904,93,THORNDALE,CALIFORNIA,Bus Operations
11905,93,PETERSON,CALIFORNIA,Bus Operations
11906,93,GLENLAKE,CALIFORNIA,Bus Operations
11907,93,GRANVILLE,CALIFORNIA,Bus Operations
11908,93,ROSEMONT,CALIFORNIA,Bus Operations
11909,93,DEVON,CALIFORNIA,Bus Operations
11910,93,ARTHUR,CALIFORNIA,Bus Operations
11911,93,ALBION,CALIFORNIA,Bus Operations
11912,93,NORTH SHORE,CALIFORNIA,Bus Operations
11913,93,PRATT,CALIFORNIA,Bus Operations
11914,93,MORSE,CALIFORNIA,Bus Operations
11915,93,LUNT,CALIFORNIA,Bus Operations
11916,93&96,ESTES,CALIFORNIA,Bus Operations
11917,93,TOUHY,CALIFORNIA,Bus Operations
11919,93,CHASE,CALIFORNIA,Bus Operations
11920,93,JARVIS,CALIFORNIA,Bus Operations
11921,93,BIRCHWOOD,CALIFORNIA,Bus Operations
11927,N5&95E,DREXEL,93RD STREET,Bus Operations
11928,N5&95E,ELLIS,93RD STREET,Bus Operations
11929,N5&95E,GREENWOOD,93RD STREET,Bus Operations
11930,N5&95E,WOODLAWN,93RD STREET,Bus Operations
11931,N5&95E,94TH STREET,WOODLAWN,Bus Operations
11932,N5&95E&100,WOODLAWN,95TH STREET,Bus Operations
11933,N5&95E&100,1300 EAST (KIMBARK),95TH STREET,Bus Operations
11934,N5&95E&100,DORCHESTER,95TH STREET,Bus Operations
11935,N5&95E&100,1500 EAST (BLACKSTONE),95TH STREET,Bus Operations
11936,N5&95E,EAST END,93RD STREET,Bus Operations
11937,N5&95E,CREGIER,93RD STREET,Bus Operations
11938,N5&95E,BENNETT,93RD STREET,Bus Operations
11939,N5&95E,JEFFERY,93RD STREET,Bus Operations
11940,N5&95E,CLYDE,93RD STREET,Bus Operations
11941,N5&95E,PAXTON,93RD STREET,Bus Operations
11942,N5&95E,CRANDON (west leg),93RD STREET,Bus Operations
11943,N5&95E,OGLESBY,93RD STREET,Bus Operations
11944,N5&95E,YATES,93RD STREET,Bus Operations
11945,N5&95E,ESSEX,93RD STREET,Bus Operations
11946,N5&95E,COLFAX,93RD STREET,Bus Operations
11947,N5&95E,MARQUETTE AVENUE,93RD STREET,Bus Operations
11948,N5&95E,MANISTEE,93RD STREET,Bus Operations
11949,N5&95E,ESCANABA,93RD STREET,Bus Operations
11950,N5&95E,SOUTH CHICAGO,EXCHANGE,Bus Operations
11951,N5&95E,92ND STREET,EXCHANGE,Bus Operations
12000,95E,BURLEY,92ND STREET,Bus Operations
12002,95E,BALTIMORE,92ND STREET,Bus Operations
12004,N5&95E,SOUTH CHICAGO,EXCHANGE,Bus Operations
12005,N5&95E,ANTHONY,EXCHANGE,Bus Operations
12006,N5&95E,MANISTEE,93RD STREET,Bus Operations
12007,N5&95E,MARQUETTE AVENUE,93RD STREET,Bus Operations
12008,N5&95E,COLFAX,93RD STREET,Bus Operations
12009,N5&95E,ESSEX,93RD STREET,Bus Operations
12010,N5&95E,YATES,93RD STREET,Bus Operations
12011,N5&95E,OGLESBY,93RD STREET,Bus Operations
12012,N5&95E,CRANDON (east leg),93RD STREET,Bus Operations
12013,N5&95E,PAXTON,93RD STREET,Bus Operations
12014,N5&95E,CLYDE,93RD STREET,Bus Operations
12015,N5&95E,JEFFERY,93RD STREET,Bus Operations
12016,N5&95E,BENNETT,93RD STREET,Bus Operations
12017,N5&95E,CREGIER,93RD STREET,Bus Operations
12018,N5&95E,EAST END,93RD STREET,Bus Operations
12019,N5&95E,STONY ISLAND,93RD STREET,Bus Operations
12020,N5&95E&28&X28,93RD STREET,STONY ISLAND,Bus Operations
12021,N5&95E&100,1500 EAST (BLACKSTONE),95TH STREET,Bus Operations
12022,N5&95E&100,1400 EAST (DORCHESTER),95TH STREET,Bus Operations
12023,N5&95E&100,1300 EAST (KIMBARK),95TH STREET,Bus Operations
12024,N5&95E&100,WOODLAWN,95TH STREET,Bus Operations
12025,N5&95E,94TH STREET,WOODLAWN,Bus Operations
12026,N5&95E,WOODLAWN,93RD STREET,Bus Operations
12027,N5&95E,GREENWOOD,93RD STREET,Bus Operations
12028,N5&95E,ELLIS,93RD STREET,Bus Operations
12029,N5&95E,DREXEL,93RD STREET,Bus Operations
12031,11,DEVON,KEDZIE,Bus Operations
12032,11,ALBION,KEDZIE,Bus Operations
12033,11,PRATT,KEDZIE,Bus Operations
12034,11,FARWELL (6833 NORTH),KEDZIE,Bus Operations
12035,11,MORSE (6933 NORTH),KEDZIE,Bus Operations
12036,11,LUNT (7033 NORTH),KEDZIE,Bus Operations
12037,11,ESTES (7061 NORTH),KEDZIE,Bus Operations
12039,96,ALBANY,TOUHY,Bus Operations
12040,96,SACRAMENTO,TOUHY,Bus Operations
12041,96,FRANCISCO,TOUHY,Bus Operations
12042,96,CALIFORNIA,TOUHY,Bus Operations
12043,96,CALIFORNIA,LUNT,Bus Operations
12044,96,WASHTENAW,LUNT,Bus Operations
12045,96,ROCKWELL,LUNT,Bus Operations
12046,96,CAMPBELL,LUNT,Bus Operations
12047,96,WESTERN,LUNT,Bus Operations
12048,96,OAKLEY,LUNT,Bus Operations
12049,96,BELL,LUNT,Bus Operations
12050,96,HAMILTON,LUNT,Bus Operations
12051,96,RIDGE,LUNT,Bus Operations
12052,96,DAMEN,LUNT,Bus Operations
12053,96,WOLCOTT,LUNT,Bus Operations
12054,96,RAVENSWOOD (west leg),LUNT,Bus Operations
12055,96,CLARK,LUNT,Bus Operations
12056,96,CLARK,MORSE,Bus Operations
12058,96,ASHLAND,MORSE,Bus Operations
12060,96,SHERIDAN,LUNT,Bus Operations
12061,96,GLENWOOD (west leg),LUNT,Bus Operations
12062,96,GREENVIEW,LUNT,Bus Operations
12063,96,ASHLAND,LUNT,Bus Operations
12064,96,PAULINA,LUNT,Bus Operations
12065,96,CLARK,LUNT,Bus Operations
12066,96,RAVENSWOOD (west leg),LUNT,Bus Operations
12067,96,WOLCOTT,LUNT,Bus Operations
12068,96,DAMEN,LUNT,Bus Operations
12069,96,RIDGE,LUNT,Bus Operations
12070,96,HAMILTON,LUNT,Bus Operations
12071,96,BELL,LUNT,Bus Operations
12072,96,OAKLEY,LUNT,Bus Operations
12073,96,WESTERN,LUNT,Bus Operations
12074,96,CAMPBELL,LUNT,Bus Operations
12075,96,ROCKWELL,LUNT,Bus Operations
12076,96,WASHTENAW,LUNT,Bus Operations
12077,96,CALIFORNIA,LUNT,Bus Operations
12078,96,CALIFORNIA,TOUHY,Bus Operations
12079,96,FRANCISCO,TOUHY,Bus Operations
12080,96,SACRAMENTO,TOUHY,Bus Operations
12081,96,ALBANY,TOUHY,Bus Operations
12083,11,ESTES (7061 NORTH),KEDZIE,Bus Operations
12084,11,LUNT (7033 NORTH),KEDZIE,Bus Operations
12085,11,MORSE (6933 NORTH),KEDZIE,Bus Operations
12086,11,FARWELL (6833 NORTH),KEDZIE,Bus Operations
12087,11,PRATT,KEDZIE,Bus Operations
12088,11,ALBION,KEDZIE,Bus Operations
12089,11,DEVON,KEDZIE,Bus Operations
12090,100,930 EAST,95TH STREET,Bus Operations
12091,100,GREENWOOD,95TH STREET,Bus Operations
12092,100,STONY ISLAND,95TH STREET,Bus Operations
12093,100,CONSTANCE,95TH STREET,Bus Operations
12094,100,BENNETT,95TH STREET,Bus Operations
12095,100,JEFFERY,95TH STREET,Bus Operations
12096,100,CLYDE,95TH STREET,Bus Operations
12097,100,MERRION,95TH STREET,Bus Operations
12098,100,2300 E. SHOPPING CNTR DWY,95TH STREET,Bus Operations
12099,100,YATES,95TH STREET,Bus Operations
12100,100,96TH STREET,YATES,Bus Operations
12101,100,97TH STREET,YATES,Bus Operations
12102,100,9800 SOUTH,YATES,Bus Operations
12103,100,99TH STREET,YATES,Bus Operations
12104,100,100TH STREET,YATES,Bus Operations
12105,100,JEFFERY,95TH STREET,Bus Operations
12106,100,BENNETT,95TH STREET,Bus Operations
12107,100,CONSTANCE,95TH STREET,Bus Operations
12109,100,GREENWOOD,95TH STREET,Bus Operations
12110,100,930 EAST,95TH STREET,Bus Operations
12111,100,100TH STREET,YATES,Bus Operations
12112,100,99TH STREET,YATES,Bus Operations
12113,100,9800 SOUTH,YATES,Bus Operations
12114,100,97TH STREET,YATES,Bus Operations
12115,100,96TH STREET,YATES,Bus Operations
12116,100,YATES,95TH STREET,Bus Operations
12117,100,2300 E. SHOPPING CNTR DWY,95TH STREET,Bus Operations
12118,100,PAXTON,95TH STREET,Bus Operations
12119,100,CLYDE,95TH STREET,Bus Operations
12121,103,104TH STREET,PULASKI,Bus Operations
12122,103,SPRINGFIELD,103RD STREET,Bus Operations
12123,103,HAMLIN,103RD STREET,Bus Operations
12124,103,LAWNDALE,103RD STREET,Bus Operations
12125,103,CENTRAL PARK,103RD STREET,Bus Operations
12126,103,ST. LOUIS,103RD STREET,Bus Operations
12127,103,HOMAN,103RD STREET,Bus Operations
12128,103,SPAULDING,103RD STREET,Bus Operations
12129,103,KEDZIE,103RD STREET,Bus Operations
12130,103,ALBANY (west leg),103RD STREET,Bus Operations
12131,103,SACRAMENTO,103RD STREET,Bus Operations
12132,103,FRANCISCO,103RD STREET,Bus Operations
12133,103,CALIFORNIA,103RD STREET,Bus Operations
12134,103,FAIRFIELD,103RD STREET,Bus Operations
12135,103,TALMAN (west leg),103RD STREET,Bus Operations
12136,103,2600 WEST RR CROSSING,103RD STREET,Bus Operations
12137,103,CAMPBELL,103RD STREET,Bus Operations
12138,103,WESTERN,103RD STREET,Bus Operations
12140,103,BELL (east leg),103RD STREET,Bus Operations
12141,103,LEAVITT,103RD STREET,Bus Operations
12142,103,HOYNE (east leg),103RD STREET,Bus Operations
12143,103,SEELEY,103RD STREET,Bus Operations
12144,103,LONGWOOD,103RD STREET,Bus Operations
12145,103,WALDEN PKWY,103RD STREET,Bus Operations
12146,103,WOOD,103RD STREET,Bus Operations
12147,103,1700 WEST,103RD STREET,Bus Operations
12148,103,PROSPECT,103RD STREET,Bus Operations
12149,103,CHURCH,103RD STREET,Bus Operations
12150,103,CHARLES,103RD STREET,Bus Operations
12152,103,VINCENNES,103RD STREET,Bus Operations
12153,103,VINCENNES (east RR CROSSING),103RD STREET,Bus Operations
12154,103,RACINE,103RD STREET,Bus Operations
12155,103,ABERDEEN,103RD STREET,Bus Operations
12156,103,MORGAN,103RD STREET,Bus Operations
12157,103,PEORIA,103RD STREET,Bus Operations
12158,103,HALSTED,103RD STREET,Bus Operations
12159,103,UNION,103RD STREET,Bus Operations
12160,103,WALLACE,103RD STREET,Bus Operations
12161,103,NORMAL,103RD STREET,Bus Operations
12162,103,EGGLESTON,103RD STREET,Bus Operations
12163,103,PRINCETON,103RD STREET,Bus Operations
12164,103,WENTWORTH,103RD STREET,Bus Operations
12165,103,PERRY,103RD STREET,Bus Operations
12166,103,STATE,103RD STREET,Bus Operations
12167,103,STATE,103RD STREET,Bus Operations
12168,103,PERRY,103RD STREET,Bus Operations
12170,103,PRINCETON,103RD STREET,Bus Operations
12171,103,HARVARD,103RD STREET,Bus Operations
12172,103,NORMAL,103RD STREET,Bus Operations
12173,103,WALLACE,103RD STREET,Bus Operations
12174,103,UNION,103RD STREET,Bus Operations
12176,103,PEORIA,103RD STREET,Bus Operations
12177,103,MORGAN,103RD STREET,Bus Operations
12178,103,ABERDEEN,103RD STREET,Bus Operations
12179,103,RACINE,103RD STREET,Bus Operations
12180,103,VINCENNES (east RR CROSSING),103RD STREET,Bus Operations
12181,103,MALTA,103RD STREET,Bus Operations
12182,103,CHARLES,103RD STREET,Bus Operations
12183,103,CHURCH,103RD STREET,Bus Operations
12184,103,PROSPECT,103RD STREET,Bus Operations
12185,103,1700 WEST,103RD STREET,Bus Operations
12186,103,WOOD,103RD STREET,Bus Operations
12187,103,HALE,103RD STREET,Bus Operations
12188,103,LONGWOOD,103RD STREET,Bus Operations
12189,103,SEELEY (west leg),103RD STREET,Bus Operations
12190,103,HOYNE (west leg),103RD STREET,Bus Operations
12191,103,LEAVITT,103RD STREET,Bus Operations
12192,103,BELL (west leg),103RD STREET,Bus Operations
12193,103,OAKLEY,103RD STREET,Bus Operations
12194,103,WESTERN,103RD STREET,Bus Operations
12195,103,CAMPBELL,103RD STREET,Bus Operations
12196,103,2600 WEST RR CROSSING,103RD STREET,Bus Operations
12197,103,TALMAN (west leg),103RD STREET,Bus Operations
12198,103,FAIRFIELD,103RD STREET,Bus Operations
12199,103,CALIFORNIA,103RD STREET,Bus Operations
12200,103,FRANCISCO,103RD STREET,Bus Operations
12201,103,3000 WEST RR CROSSING,103RD STREET,Bus Operations
12202,103,ALBANY (east leg),103RD STREET,Bus Operations
12203,103,KEDZIE,103RD STREET,Bus Operations
12204,103,SPAULDING,103RD STREET,Bus Operations
12205,103,HOMAN,103RD STREET,Bus Operations
12206,103,ST. LOUIS,103RD STREET,Bus Operations
12207,103,CENTRAL PARK,103RD STREET,Bus Operations
12208,103,LAWNDALE,103RD STREET,Bus Operations
12209,103,HAMLIN,103RD STREET,Bus Operations
12210,103,SPRINGFIELD,103RD STREET,Bus Operations
12211,53A&103,103RD STREET,PULASKI,Bus Operations
12212,106,MICHIGAN,103RD STREET,Bus Operations
12213,106,INDIANA,103RD STREET,Bus Operations
12214,106,PRAIRIE,103RD STREET,Bus Operations
12215,106,FOREST,103RD STREET,Bus Operations
12216,106,CALUMET,103RD STREET,Bus Operations
12219,106,EBERHART,103RD STREET,Bus Operations
12221,106,ST. LAWRENCE,103RD STREET,Bus Operations
12223,106,150' east of CORLISS,103RD STREET,Bus Operations
12224,106,900 EAST,103RD STREET,Bus Operations
12225,106,1001 EAST,103RD STREET,Bus Operations
12226,106,1100 EAST RR CROSSING,103RD STREET,Bus Operations
12227,106,WOODLAWN,103RD STREET,Bus Operations
12230,100,104TH STREET,TORRENCE,Bus Operations
12231,100,TORRENCE,106TH STREET,Bus Operations
12232,100,C.R.I. & P. RR CROSSING,106TH STREET,Bus Operations
12233,100,MUSKEGON,106TH STREET,Bus Operations
12234,100,3033 EAST,106TH STREET,Bus Operations
12236,26&100,MACKINAW,106TH STREET,Bus Operations
12238,26&100,AVENUE O,106TH STREET,Bus Operations
12241,100,EWING,106TH STREET,Bus Operations
12242,100,AVENUE H,106TH STREET,Bus Operations
12244,100,AVENUE F,106TH STREET,Bus Operations
12245,100,AVENUE E,106TH STREET,Bus Operations
12246,100,AVENUE C,106TH STREET,Bus Operations
12247,100,107TH STREET,AVENUE C,Bus Operations
12248,100,108TH STREET,AVENUE C,Bus Operations
12249,100,109TH STREET,AVENUE C,Bus Operations
12250,100,110TH STREET,AVENUE C,Bus Operations
12251,100,111TH STREET,AVENUE C,Bus Operations
12252,100,112TH STREET,AVENUE C,Bus Operations
12253,100,AVENUE B,112TH STREET,Bus Operations
12254,100,111TH STREET,AVENUE B,Bus Operations
12255,100,110TH STREET,AVENUE B,Bus Operations
12256,100,109TH STREET,AVENUE B,Bus Operations
12257,100,108TH STREET,AVENUE B,Bus Operations
12258,100,107TH STREET,AVENUE B,Bus Operations
12259,100,AVENUE B,106TH STREET,Bus Operations
12260,100,AVENUE D,106TH STREET,Bus Operations
12261,100,AVENUE F,106TH STREET,Bus Operations
12263,100,AVENUE H,106TH STREET,Bus Operations
12267,26&100,AVENUE O,106TH STREET,Bus Operations
12269,26&100,MACKINAW,106TH STREET,Bus Operations
12271,100,3033 EAST,106TH STREET,Bus Operations
12272,100,MUSKEGON,106TH STREET,Bus Operations
12273,100,180'e. of C.R.I.RR CROSSING,106TH STREET,Bus Operations
12275,100,TORRENCE,106TH STREET,Bus Operations
12278,106,1100 EAST RR CROSSING,103RD STREET,Bus Operations
12279,106,1000 EAST,103RD STREET,Bus Operations
12280,106,900 EAST,103RD STREET,Bus Operations
12281,34&106,CORLISS,103RD STREET,Bus Operations
12282,34&106,COTTAGE GROVE,103RD STREET,Bus Operations
12283,34&106,ST. LAWRENCE,103RD STREET,Bus Operations
12285,34&106,EBERHART,103RD STREET,Bus Operations
12287,34&106,KING DRIVE,103RD STREET,Bus Operations
12288,34&106,CALUMET,103RD STREET,Bus Operations
12289,34&106,FOREST,103RD STREET,Bus Operations
12290,34&106,PRAIRIE,103RD STREET,Bus Operations
12291,34&106,INDIANA,103RD STREET,Bus Operations
12292,106,MICHIGAN,103RD STREET,Bus Operations
12352,9&112,104TH STREET,VINCENNES,Bus Operations
12353,112,105TH STREET,VINCENNES,Bus Operations
12354,112,10602 SOUTH,VINCENNES,Bus Operations
12356,112,108TH PLACE,VINCENNES,Bus Operations
